category,nbr_rooms,area,Negotiable,price,Locality ,pincode,Type,address
"Appartement 4 pièces 98 m²
Lille 59000 (Bois Blanc)",4,98,No,862,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Appartement 4 pièces 77 m²
Lille 59000 (Moulins)",4,77,No,1074,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",4,97,No,1074,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",4,97,No,1075,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",4,97,No,1080,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",4,97,No,1090,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",4,97,No,925,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 70 m²
Lille 59000 (Moulins)",3,70,No,444,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement meublé 1 pièce 18 m²
Lille 59000 (Vauban - Esquermes)",1,18,No,540,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Studio 29 m²
Lille 59000 (Centre-ville - Euralille)",1,29,No,954,Centre-ville - Euralille,59000,Studio,Lille 59000 (Centre-ville - Euralille)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,955,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,960,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,960,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,970,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,579,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement meublé 1 pièce 28 m²
Euralille 59777 (Centre-ville - Euralille)",1,28,No,857,Centre-ville - Euralille,59777,Appartement,Euralille 59777 (Centre-ville - Euralille)
"Appartement 2 pièces 54 m²
Lille 59000 (Centre-ville - Euralille)",2,54,No,680,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 2 pièces 49 m²
Lille 59000 (Bois Blanc)",2,49,No,952,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,526,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Studio 31 m²
Lille 59000 (Wazemmes)",1,31,No,660,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Appartement 2 pièces 44 m²
Lille 59000 (Vauban - Esquermes)",2,44,No,479,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Studio 23 m²
Lille 59000 (Centre-ville - Euralille)",1,23,No,808,Centre-ville - Euralille,59000,Studio,Lille 59000 (Centre-ville - Euralille)
"Appartement 3 pièces 44 m²
Lille 59000 (Centre-ville - Euralille)",3,44,No,939,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,943,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,944,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,948,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,949,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,458,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement meublé 1 pièce 22 m²
Lille 59000 (Wazemmes)",1,22,No,494,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 2 pièces 48 m²
Lille 59000 (Centre-ville - Euralille)",2,48,No,890,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 3 pièces 74 m²
Lille 59000 (Wazemmes)",3,74,No,691,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 2 pièces 38 m²
Lille 59000 (Centre-ville - Euralille)",2,38,No,720,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 2 pièces 56 m²
Lille 59000 (Bois Blanc)",2,56,No,492,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Appartement 1 pièce 29 m²
Lille 59000 (Vauban - Esquermes)",1,29,No,629,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 2 pièces 44 m²
Lille 59000 (Lille-Sud)",2,44,No,758,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 49 m²
Lille 59800 (Centre-ville - Euralille)",2,49,No,582,Centre-ville - Euralille,59800,Appartement,Lille 59800 (Centre-ville - Euralille)
"Appartement 2 pièces 63 m²
Lille 59000 (Lille-Sud)",2,63,No,640,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement meublé 2 pièces 36 m²
Lille 59800 (Vieux Lille)",2,36,No,995,Vieux Lille,59800,Appartement,Lille 59800 (Vieux Lille)
"Appartement 3 pièces 86 m²
Lomme 59160 (Mont à Camp - Marais)",3,86,No,419,Mont à Camp - Marais,59160,Appartement,Lomme 59160 (Mont à Camp - Marais)
"Studio 19 m²
Lille 59800 (Wazemmes)",1,19,No,687,Wazemmes,59800,Studio,Lille 59800 (Wazemmes)
"Appartement 2 pièces 43 m²
Lille 59777 (Centre-ville - Euralille)",2,43,No,733,Centre-ville - Euralille,59777,Appartement,Lille 59777 (Centre-ville - Euralille)
"Appartement 2 pièces 48 m²
Lille 59800 (Centre-ville - Euralille)",2,48,No,1800,Centre-ville - Euralille,59800,Appartement,Lille 59800 (Centre-ville - Euralille)
"Appartement 4 pièces 128 m²
Lille 59800 (Centre-ville - Euralille)",4,128,No,615,Centre-ville - Euralille,59800,Appartement,Lille 59800 (Centre-ville - Euralille)
"Appartement 2 pièces 49 m²
Lomme 59160 (Mont à Camp - Marais)",2,49,No,1200,Mont à Camp - Marais,59160,Appartement,Lomme 59160 (Mont à Camp - Marais)
"Appartement 4 pièces 86 m²
Marcq-en-Barœul 59700 (Saint-Maurice - Pellevoisin)",4,86,No,458,Saint-Maurice - Pellevoisin,59700,Appartement,Marcq-en-Barœul 59700 (Saint-Maurice - Pellevoisin)
"Appartement 2 pièces 19 m²
Lille 59800 (Fives)",2,19,No,720,Fives,59800,Appartement,Lille 59800 (Fives)
"Appartement 2 pièces 56 m²
Lille 59000 (Bois Blanc)",2,56,No,1241,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Duplex 5 pièces 89 m²
Lille 59000 (Moulins)",5,89,No,526,Moulins,59000,VILLA,Lille 59000 (Moulins)
"Studio 31 m²
Lille 59000 (Wazemmes)",1,31,No,494,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Appartement 1 pièce 30 m²
Lille 59000 (Moulins)",1,30,No,590,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 2 pièces 48 m²
Lille 59800 (Vieux Lille)",2,48,No,426,Vieux Lille,59800,Appartement,Lille 59800 (Vieux Lille)
"Studio 24 m²
Lille 59800 (Vieux Lille)",1,24,No,718,Vieux Lille,59800,Studio,Lille 59800 (Vieux Lille)
"Appartement 3 pièces 61 m²
Lille 59000 (Moulins)",3,61,No,860,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 60 m²
Lille 59000 (Bois Blanc)",3,60,No,651,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Appartement 2 pièces 42 m²
Lille 59000 (Bois Blanc)",2,42,No,590,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Appartement 2 pièces 37 m²
Lille 59000 (Lille-Sud)",2,37,No,540,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 1 pièce 36 m²
Lille 59000 (Lille-Sud)",1,36,No,571,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 57 m²
Lille 59000 (Lille-Sud)",2,57,No,892,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 4 pièces 81 m²
Lomme 59160 (Mitterie)",4,81,No,1429,Mitterie,59160,Appartement,Lomme 59160 (Mitterie)
"Appartement 5 pièces 128 m²
Lille 59000 (Lille-Sud)",5,128,No,600,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 38 m²
Lille 59000 (Wazemmes)",2,38,No,495,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 1 pièce 39 m²
Lomme 59160 (Sud Marais)",1,39,No,490,Sud Marais,59160,Appartement,Lomme 59160 (Sud Marais)
"Appartement 1 pièce 39 m²
Lomme 59160 (Sud Marais)",1,39,No,910,Sud Marais,59160,Appartement,Lomme 59160 (Sud Marais)
"Appartement 3 pièces 64 m²
Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",3,64,No,1070,Hellemmes ,59260,Appartement,Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)
"Appartement 3 pièces 77 m²
Lille 59000 (Vieux Lille)",3,77,No,946,Vieux Lille,59000,Appartement,Lille 59000 (Vieux Lille)
"Appartement 2 pièces 84 m²
Lille 59800 (Centre-ville - Euralille)",2,84,No,1063,Centre-ville - Euralille,59800,Appartement,Lille 59800 (Centre-ville - Euralille)
"Appartement 5 pièces 94 m²
Lomme 59160 (Mitterie)",5,94,No,533,Mitterie,59160,Appartement,Lomme 59160 (Mitterie)
"Appartement 2 pièces 37 m²
Lille 59000 (Faubourg de Béthune)",2,37,No,703,Faubourg de Béthune,59000,Appartement,Lille 59000 (Faubourg de Béthune)
"Appartement meublé 3 pièces 80 m²
Lille 59000 (Lille-Sud)",3,80,No,691,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 39 m²
Lille 59000 (Centre-ville - Euralille)",2,39,No,458,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 2 pièces 19 m²
Lille 59800 (Fives)",2,19,No,2200,Fives,59800,Appartement,Lille 59800 (Fives)
"Appartement 4 pièces 188 m²
Lille 59000 (Vauban - Esquermes)",4,188,No,976,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 4 pièces 77 m²
Lille 59000 (Moulins)",4,77,No,1284,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 4 pièces 93 m²
Lille 59000 (Centre-ville - Euralille)",4,93,No,823,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 3 pièces 67 m²
Lille 59000 (Wazemmes)",3,67,No,901,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 4 pièces 76 m²
Lille 59000 (Wazemmes)",4,76,No,792,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 3 pièces 64 m²
Lomme 59160 (Mitterie)",3,64,No,636,Mitterie,59160,Appartement,Lomme 59160 (Mitterie)
"Appartement 2 pièces 41 m²
Lille 59000 (Moulins)",2,41,No,1088,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",4,97,No,758,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 75 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",3,75,No,1140,Saint-Maurice - Pellevoisin,59000,Appartement,Lille 59000 (Saint-Maurice - Pellevoisin)
"Appartement meublé 3 pièces 55 m²
Lille 59000 (Centre-ville - Euralille)",3,55,No,480,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 1 pièce 24 m²
Lille 59000 (Centre-ville - Euralille)",1,24,No,462,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Studio 21 m²
Lille 59000 (Wazemmes)",1,21,No,944,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,949,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,680,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement meublé 2 pièces 36 m²
Lille 59000 (Wazemmes)",2,36,No,650,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 2 pièces 40 m²
Lille 59000 (Centre-ville - Euralille)",2,40,No,931,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 4 pièces 71 m²
Lille 59000 (Centre-ville - Euralille)",4,71,No,510,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Studio 31 m²
Lille 59000 (Wazemmes)",1,31,No,575,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Appartement 2 pièces 34 m²
Lille 59000 (Wazemmes)",2,34,No,620,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 2 pièces 38 m²
Lille 59000 (Wazemmes)",2,38,No,700,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 2 pièces 42 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",2,42,No,570,Saint-Maurice - Pellevoisin,59000,Appartement,Lille 59000 (Saint-Maurice - Pellevoisin)
"Appartement meublé 3 pièces 27 m²
Lille 59000 (Centre-ville - Euralille)",3,27,No,695,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 2 pièces 52 m²
Lille 59000 (Bois Blanc)",2,52,No,815,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Appartement 3 pièces 67 m²
Lille 59000 (Lille-Sud)",3,67,No,910,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 3 pièces 71 m²
Lille 59000 (Vauban - Esquermes)",3,71,No,526,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Studio 31 m²
Lille 59000 (Wazemmes)",1,31,No,680,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Appartement 2 pièces 49 m²
Lille 59000 (Bois Blanc)",2,49,No,1027,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Appartement 5 pièces 121 m²
Lille 59000 (Wazemmes)",5,121,No,877,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 2 pièces 86 m²
Lille 59000 (Centre-ville - Euralille)",2,86,No,626,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 2 pièces 43 m²
Lille 59000 (Wazemmes)",2,43,No,935,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 3 pièces 84 m²
Lille 59000 (Vauban - Esquermes)",3,84,No,790,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 2 pièces 48 m²
Lille 59000 (Vauban - Esquermes)",2,48,No,700,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 2 pièces 46 m²
Lille 59000 (Wazemmes)",2,46,No,530,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement meublé 1 pièce 27 m²
Lille 59000 (Moulins)",1,27,No,2800,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 5 pièces 220 m²
Lille 59800 (Saint-Maurice - Pellevoisin)",5,220,No,519,Saint-Maurice - Pellevoisin,59800,Appartement,Lille 59800 (Saint-Maurice - Pellevoisin)
"Appartement meublé 1 pièce 21 m²
Euralille 59777 (Centre-ville - Euralille)",1,21,No,695,Centre-ville - Euralille,59777,Appartement,Euralille 59777 (Centre-ville - Euralille)
"Appartement 3 pièces 52 m²
Lille 59000 (Moulins)",3,52,No,518,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Studio 35 m²
Lille 59000 (Fives)",1,35,No,540,Fives,59000,Studio,Lille 59000 (Fives)
"Studio 36 m²
Lille 59800 (Centre-ville - Euralille)",1,36,No,670,Centre-ville - Euralille,59800,Studio,Lille 59800 (Centre-ville - Euralille)
"Appartement 2 pièces 43 m²
Lille 59000 (Fives)",2,43,No,695,Fives,59000,Appartement,Lille 59000 (Fives)
"Appartement 2 pièces 40 m²
Lille 59000 (Vauban - Esquermes)",2,40,No,660,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 2 pièces 49 m²
Lille 59000 (Wazemmes)",2,49,No,790,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 3 pièces 68 m²
Lille 59000 (Lille-Sud)",3,68,No,490,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 1 pièce 32 m²
Lille 59800 (Saint-Maurice - Pellevoisin)",1,32,No,727,Saint-Maurice - Pellevoisin,59800,Appartement,Lille 59800 (Saint-Maurice - Pellevoisin)
"Appartement 2 pièces 48 m²
Lille 59000 (Wazemmes)",2,48,No,1262,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Maison 4 pièces 90 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",4,90,No,890,Saint-Maurice - Pellevoisin,59000,Maison,Lille 59000 (Saint-Maurice - Pellevoisin)
"Appartement 3 pièces 68 m²
Lille 59000 (Bois Blanc)",3,68,No,630,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Appartement 2 pièces 34 m²
Lille 59000 (Wazemmes)",2,34,No,593,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 3 pièces 45 m²
Lille 59000 (Vauban - Esquermes)",3,45,No,700,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 2 pièces 50 m²
Lille 59000 (Vauban - Esquermes)",2,50,No,630,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 2 pièces 50 m²
Lille 59000 (Centre-ville - Euralille)",2,50,No,720,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 2 pièces 56 m²
Lille 59000 (Bois Blanc)",2,56,No,526,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Studio 31 m²
Lille 59000 (Wazemmes)",1,31,No,581,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Appartement 2 pièces 28 m²
Lille 59800 (Centre-ville - Euralille)",2,28,No,475,Centre-ville - Euralille,59800,Appartement,Lille 59800 (Centre-ville - Euralille)
"Studio 23 m²
Lille 59000 (Fives)",1,23,No,438,Fives,59000,Studio,Lille 59000 (Fives)
"Appartement meublé 1 pièce 18 m²
Lille 59800 (Centre-ville - Euralille)",1,18,No,790,Centre-ville - Euralille,59800,Appartement,Lille 59800 (Centre-ville - Euralille)
"Appartement 2 pièces 47 m²
Lille 59000 (Centre-ville - Euralille)",2,47,No,649,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 2 pièces 46 m²
Lille 59000 (Lille-Sud)",2,46,No,662,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 47 m²
Lille 59000 (Vauban - Esquermes)",2,47,No,626,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement meublé 1 pièce 30 m²
Lille 59000 (Centre-ville - Euralille)",1,30,No,934,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 3 pièces 79 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",3,79,No,730,Saint-Maurice - Pellevoisin,59000,Appartement,Lille 59000 (Saint-Maurice - Pellevoisin)
"Appartement 2 pièces 38 m²
Lille 59000 (Fives)",2,38,No,893,Fives,59000,Appartement,Lille 59000 (Fives)
"Appartement 2 pièces 61 m²
Lille 59800 (Centre-ville - Euralille)",2,61,No,640,Centre-ville - Euralille,59800,Appartement,Lille 59800 (Centre-ville - Euralille)
"Appartement 2 pièces 47 m²
Lille 59000 (Wazemmes)",2,47,No,695,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 3 pièces 71 m²
Lille 59000 (Fives)",3,71,No,500,Fives,59000,Appartement,Lille 59000 (Fives)
"Appartement meublé 1 pièce 24 m²
Lille 59000 (Wazemmes)",1,24,No,902,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 3 pièces 67 m²
Lille 59000 (Lille-Sud)",3,67,No,718,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 3 pièces 50 m²
Lomme 59160 (Mitterie)",3,50,No,587,Mitterie,59160,Appartement,Lomme 59160 (Mitterie)
"Appartement 2 pièces 60 m²
Lille 59800 (Fives)",2,60,No,652,Fives,59800,Appartement,Lille 59800 (Fives)
"Appartement 2 pièces 42 m²
Lille 59000 (Wazemmes)",2,42,No,599,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Studio meublé 20 m²
Lille 59800 (Centre-ville - Euralille)",1,20,No,920,Centre-ville - Euralille,59800,Studio,Lille 59800 (Centre-ville - Euralille)
"Appartement 4 pièces 77 m²
Lomme 59160 (Mitterie)",4,77,No,900,Mitterie,59160,Appartement,Lomme 59160 (Mitterie)
"Appartement 3 pièces 70 m²
Lille 59160 (Sud Marais)",3,70,No,740,Sud Marais,59160,Appartement,Lille 59160 (Sud Marais)
"Maison 4 pièces 74 m²
Lille 59000 (Fives)",4,74,No,1007,Fives,59000,Maison,Lille 59000 (Fives)
"Appartement 4 pièces 98 m²
Lille 59000 (Faubourg de Béthune)",4,98,No,888,Faubourg de Béthune,59000,Appartement,Lille 59000 (Faubourg de Béthune)
"Appartement 2 pièces 65 m²
Lille 59800 (Vieux Lille)",2,65,No,665,Vieux Lille,59800,Appartement,Lille 59800 (Vieux Lille)
"Appartement 3 pièces 50 m²
Lille 59000 (Fives)",3,50,No,526,Fives,59000,Appartement,Lille 59000 (Fives)
"Studio 31 m²
Lille 59000 (Wazemmes)",1,31,No,593,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Appartement 3 pièces 45 m²
Lille 59000 (Vauban - Esquermes)",3,45,No,540,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Studio 25 m²
Lille 59800 (Wazemmes)",1,25,No,712,Wazemmes,59800,Studio,Lille 59800 (Wazemmes)
"Appartement 2 pièces 49 m²
Lille 59000 (Vauban - Esquermes)",2,49,No,595,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 2 pièces 33 m²
Lille 59000 (Lille-Sud)",2,33,No,629,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 49 m²
Lomme 59160 (Mitterie)",2,49,No,894,Mitterie,59160,Appartement,Lomme 59160 (Mitterie)
"Appartement 3 pièces 54 m²
Lille 59000 (Vieux Lille)",3,54,No,560,Vieux Lille,59000,Appartement,Lille 59000 (Vieux Lille)
"Appartement meublé 1 pièce 22 m²
Lille 59800 (Vieux Lille)",1,22,No,559,Vieux Lille,59800,Appartement,Lille 59800 (Vieux Lille)
"Appartement meublé 2 pièces 30 m²
Lille 59000 (Moulins)",2,30,No,610,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 2 pièces 41 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",2,41,No,910,Hellemmes ,59260,Appartement,Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)
"Appartement 4 pièces 80 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",4,80,No,770,Hellemmes ,59260,Appartement,Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)
"Appartement 3 pièces 67 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",3,67,No,748,Hellemmes ,59260,Appartement,Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)
"Appartement 2 pièces 48 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",2,48,No,529,Saint-Maurice - Pellevoisin,59000,Appartement,Lille 59000 (Saint-Maurice - Pellevoisin)
"Appartement 1 pièce 35 m²
Lille 59000 (Centre-ville - Euralille)",1,35,No,811,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 3 pièces 65 m²
Lille 59000 (Wazemmes)",3,65,No,480,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Studio meublé 19 m²
Lille 59000 (Faubourg de Béthune)",1,19,No,699,Faubourg de Béthune,59000,Studio,Lille 59000 (Faubourg de Béthune)
"Appartement 2 pièces 56 m²
Lomme 59160 (Mitterie)",2,56,No,604,Mitterie,59160,Appartement,Lomme 59160 (Mitterie)
"Appartement 2 pièces 50 m²
Lille 59000 (Lille-Sud)",2,50,No,710,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 49 m²
Lille 59000 (Wazemmes)",2,49,No,830,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 3 pièces 62 m²
Lomme 59160 (Sud Marais)",3,62,No,395,Sud Marais,59160,Appartement,Lomme 59160 (Sud Marais)
"Appartement 2 pièces 31 m²
Lomme 59160 (Sud Marais)",2,31,No,841,Sud Marais,59160,Appartement,Lomme 59160 (Sud Marais)
"Appartement 3 pièces 66 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",3,66,No,700,Saint-Maurice - Pellevoisin,59000,Appartement,Lille 59000 (Saint-Maurice - Pellevoisin)
"Appartement 2 pièces 51 m²
Lomme 59160 (Bourg - Délivrance)",2,51,No,975,Bourg - Délivrance,59160,Appartement,Lomme 59160 (Bourg - Délivrance)
"Appartement 3 pièces 70 m²
Lille 59000 (Wazemmes)",3,70,No,560,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 2 pièces 34 m²
Lille 59000 (Bourg - Délivrance)",2,34,No,760,Bourg - Délivrance,59000,Appartement,Lille 59000 (Bourg - Délivrance)
"Appartement 2 pièces 50 m²
Lille 59000 (Vauban - Esquermes)",2,50,No,2200,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 4 pièces 188 m²
Lille 59000 (Vauban - Esquermes)",4,188,No,526,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Studio 31 m²
Lille 59000 (Wazemmes)",1,31,No,455,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Studio 31 m²
Lille 59000 (Lille-Sud)",1,31,No,660,Lille-Sud,59000,Studio,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 44 m²
Lille 59000 (Vauban - Esquermes)",2,44,No,505,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Studio meublé 19 m²
Lille 59000 (Wazemmes)",1,19,No,510,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Studio meublé 24 m²
Lille 59000 (Wazemmes)",1,24,No,570,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Studio meublé 29 m²
Lille 59000 (Moulins)",1,29,No,670,Moulins,59000,Studio,Lille 59000 (Moulins)
